Name,Distance,Mass,Discovery Date,Stellar Magnitude
Kepler-1685 b,3725,7.16 Earths,2020,16.096
Kepler-1686 b,2381,2.62 Earths,2020,13.661
Kepler-1687 b,1360,3.38 Earths,2020,15.928
Kepler-1688 b,1851,2.13 Earths,2020,14.142
Kepler-1689 b,959,0.799 Earths,2020,12.227
Kepler-168 b,4383,2.73 Earths,2014,14.842
Kepler-168 c,4383,7.7 Earths,2014,14.842
Kepler-1690 b,2296,8.3 Earths,2020,14.882
Kepler-1691 b,4135,4.02 Earths,2020,14.893
Kepler-1692 b,1928,1.42 Earths,2020,14.674
Kepler-1693 b,2479,2.21 Earths,2020,14.857
Kepler-1693 c,2479,0.894 Earths,2021,14.857
Kepler-1694 b,1674,1.76 Earths,2020,14.901
Kepler-1695 b,2581,1.46 Earths,2020,14.762
Kepler-1696 b,4914,8.29 Earths,2020,15.505
Kepler-1697 b,808,2.12 Earths,2020,13.556
Kepler-1698 b,725,1.25 Earths,2020,13.054
Kepler-1699 b,2671,3.08 Earths,2020,14.836
Kepler-169 b,1326,1.51 Earths,2014,14.424
Kepler-169 c,1326,1.92 Earths,2014,14.424
Kepler-169 d,1326,2.1 Earths,2014,14.424
Kepler-169 e,1326,5.48 Earths,2014,14.424
Kepler-169 f,1326,7.18 Earths,2014,14.424
Kepler-16 b,245,0.333 Jupiters,2011,12.144
Kepler-1700 b,2341,8.76 Earths,2020,13.764
Kepler-1701 b,1905,5.57 Earths,2020,14.722
Kepler-1702 b,2796,3.2 Earths,2020,16.231
Kepler-1704 b,2725,4.16 Jupiters,2013,13.392
Kepler-1705 b,5328,4.47 Earths,2014,15.8
Kepler-1705 c,5328,5.42 Earths,2021,15.8
Kepler-1708 b,5437,4.6 Jupiters,2021,15.823
Kepler-1709 b,894,9.93 Earths,2021,11.642
Kepler-170 b,2409,0.26 Jupiters,2014,14.344
Kepler-170 c,2409,8.55 Earths,2014,14.344
Kepler-1710 b,996,10.3 Earths,2021,12.695
Kepler-1711 b,1925,4.36 Earths,2021,13.298
Kepler-1712 b,510,5.83 Earths,2021,14.946
Kepler-1713 b,963,3.59 Earths,2021,11.065
Kepler-1714 b,1336,10.7 Earths,2021,11.041
Kepler-1715 b,1705,16 Earths,2021,12.881
Kepler-1716 b,638,6.46 Earths,2021,13.129
Kepler-1717 b,3291,9.21 Earths,2021,13.323
Kepler-1718 b,1225,7.12 Earths,2021,12.821
Kepler-1719 b,2953,14.8 Earths,2021,13.478
Kepler-171 b,2818,6.08 Earths,2014,15.101
Kepler-171 c,2818,7.08 Earths,2014,15.101
Kepler-171 d,2818,4.23 Earths,2014,15.101
Kepler-1720 b,2053,10.4 Earths,2021,14.822
Kepler-1721 b,2092,9.9 Earths,2021,15.085
Kepler-1722 b,2519,8.58 Earths,2021,14.997
Kepler-1723 b,2646,8.65 Earths,2021,14.383
Kepler-1724 b,3460,8.43 Earths,2021,14.961
Kepler-1725 b,1822,8.31 Earths,2021,13.153
Kepler-1726 b,1274,6.84 Earths,2021,13.851
Kepler-1727 b,2917,10.2 Earths,2021,15.751
Kepler-1728 b,2126,9.04 Earths,2021,15.279
Kepler-1729 b,1880,14.4 Earths,2021,15.676
Kepler-172 b,2703,6.12 Earths,2014,14.703
Kepler-172 c,2703,8.55 Earths,2014,14.703
Kepler-172 d,2703,5.69 Earths,2014,14.703
Kepler-172 e,2703,8.05 Earths,2014,14.703
Kepler-1730 b,4655,18.4 Earths,2021,15.478
Kepler-1731 b,554,8.92 Earths,2021,12.742
Kepler-1732 b,4206,15.7 Earths,2021,14.884
Kepler-1733 b,6787,12.8 Earths,2021,15.612
Kepler-1734 b,4837,9.74 Earths,2021,15.598
Kepler-1735 b,800,1.84 Earths,2021,15.896
Kepler-1736 b,4665,14.3 Earths,2021,14.808
Kepler-1737 b,,25.1 Earths,2021,15.498
Kepler-1738 b,4250,8.37 Earths,2021,15.649
Kepler-1739 b,2556,6.48 Earths,2021,14.899
Kepler-173 b,2718,2.21 Earths,2014,14.357
Kepler-173 c,2718,6.48 Earths,2014,14.357
Kepler-1740 b,3463,11 Earths,2021,15.454
Kepler-1741 b,883,2.16 Earths,2021,16.154
Kepler-1742 b,2184,5.38 Earths,2021,14.512
Kepler-1743 b,1758,3.18 Earths,2021,12.062
Kepler-1744 b,3561,13.6 Earths,2021,15.566
Kepler-1745 b,3249,4.38 Earths,2021,14.854
Kepler-1746 b,3195,0.186 Jupiters,2021,13.572
Kepler-1747 b,4310,16.8 Earths,2021,16.1966
Kepler-1748 b,3534,7.81 Earths,2021,16.004
Kepler-1749 b,875,3.23 Earths,2021,14.95
Kepler-174 b,1255,4.5 Earths,2014,14.53
Kepler-174 c,1255,2.83 Earths,2014,14.53
Kepler-174 d,1255,5.43 Earths,2014,14.53
Kepler-1750 b,4884,30.1 Earths,2021,15.702
Kepler-1751 b,4213,3.98 Earths,2021,15.455
Kepler-1752 b,3141,18.7 Earths,2021,16.0249
Kepler-1753 b,2308,5.59 Earths,2021,15.59
Kepler-1754 b,2345,6.53 Earths,2021,16.007
Kepler-1755 b,3205,29.4 Earths,2021,14.544
Kepler-1756 b,,2.77 Earths,2021,15.736
Kepler-1757 b,2633,8.99 Earths,2021,15.817
Kepler-1758 b,5181,7.13 Earths,2021,15.119
Kepler-1759 b,1257,0.676 Earths,2021,14.532
Kepler-175 b,4281,7.08 Earths,2014,15.225
Kepler-175 c,4281,9.8 Earths,2014,15.225
Kepler-1760 b,,5.86 Earths,2021,14.472
Kepler-1761 b,722,2.51 Earths,2021,15.619
Kepler-1762 b,5427,8.05 Earths,2021,15.239
Kepler-1763 b,2468,1.59 Earths,2021,13.634
Kepler-1764 b,5032,18.8 Earths,2021,14.91
Kepler-1765 b,2494,6.78 Earths,2021,15.04
Kepler-1766 b,1635,5.81 Earths,2021,12.96
Kepler-1767 b,2676,9.34 Earths,2021,16.206
Kepler-1768 b,2064,5.62 Earths,2021,13.565
Kepler-1769 b,1430,18.2 Earths,2021,12.487
Kepler-176 b,1720,2.63 Earths,2014,14.767
Kepler-176 c,1720,23 Earths,2014,14.767
Kepler-176 d,1720,15.2 Earths,2014,14.767
Kepler-176 e,1720,2.7 Earths,2016,14.767
Kepler-1770 b,1902,8.45 Earths,2021,14.418
Kepler-1771 b,1845,15.5 Earths,2021,13.802
Kepler-1772 b,2843,7.68 Earths,2021,13.546
Kepler-1773 b,2222,12.1 Earths,2021,13.085
Kepler-1774 b,2664,10.2 Earths,2021,14.02
Kepler-1775 b,2143,12.9 Earths,2021,13.429
Kepler-1776 b,2252,7.33 Earths,2021,13.68
Kepler-1777 b,2020,5.19 Earths,2021,14.112
Kepler-1778 b,4163,9.36 Earths,2021,15.273
Kepler-1779 b,2964,9.44 Earths,2021,15.132
Kepler-177 b,4682,5.84 Earths,2013,15.171
Kepler-177 c,4682,14.7 Earths,2013,15.171
Kepler-1780 b,2579,12.7 Earths,2021,14.907
Kepler-1781 b,3140,6.26 Earths,2021,15.713
Kepler-1782 b,997,5.6 Earths,2021,13.875
Kepler-1783 b,861,2.3 Earths,2021,13.309
Kepler-1784 b,2880,8.24 Earths,2021,15.423
Kepler-1785 b,2433,7.77 Earths,2021,14.245
Kepler-1786 b,2818,10.1 Earths,2021,14.088
Kepler-1787 b,2540,5.99 Earths,2021,14.564
Kepler-1788 b,1828,6.25 Earths,2021,15.484
Kepler-1789 b,1995,8.4 Earths,2021,14.449
Kepler-178 b,2336,8.75 Earths,2014,14.876
Kepler-178 c,2336,8.65 Earths,2014,14.876
Kepler-178 d,2336,14.8 Earths,2014,14.876
Kepler-1790 b,3491,10 Earths,2021,14.179
Kepler-1791 b,1964,9.91 Earths,2021,13.529
Kepler-1792 b,1961,6.89 Earths,2021,15.566
Kepler-1793 b,3881,13.8 Earths,2021,15.949
Kepler-1794 b,1831,3.87 Earths,2021,15.497
Kepler-1795 b,,3.4 Earths,2021,16.188
Kepler-1796 b,2694,8 Earths,2021,14.493
Kepler-1797 b,4366,9.58 Earths,2021,15.421
Kepler-1798 b,1289,5.94 Earths,2021,16.391
Kepler-1799 b,7355,15.9 Earths,2021,15.99
Kepler-179 b,1976,3.33 Earths,2014,14.772
Kepler-179 c,1976,4.66 Earths,2014,14.772
Kepler-17 b,2351,2.45 Jupiters,2011,14.314
Kepler-1800 b,1143,0.961 Earths,2021,13.194
Kepler-1801 b,2738,7.8 Earths,2021,15.28
Kepler-1801 c,2738,8.8 Earths,2023,15.28
Kepler-1802 b,2077,3.43 Earths,2021,15.905
Kepler-1802 c,2077,6 Earths,2021,15.905
Kepler-1804 b,1417,3.18 Earths,2021,14.679
Kepler-1805 b,723,3 Earths,2021,15.536
Kepler-1806 b,3190,6.15 Earths,2021,16.173
Kepler-1807 b,4238,7.77 Earths,2021,14.127
Kepler-1808 b,3334,9.4 Earths,2021,15.424
Kepler-1809 b,1336,2.9 Earths,2021,14.271
Kepler-180 b,2269,2.86 Earths,2014,14.488
Kepler-180 c,2269,9.32 Earths,2014,14.488
Kepler-1810 b,3294,14.6 Earths,2021,15.4
Kepler-1811 b,4536,14.1 Earths,2021,15.327
Kepler-1812 b,4597,6.01 Earths,2021,15.631
Kepler-1813 b,,2.58 Earths,2021,15.639
Kepler-1814 b,2369,6.21 Earths,2021,15.814
Kepler-1814 c,2369,3.75 Earths,2023,15.814
Kepler-1815 b,3284,7.99 Earths,2021,15.621
Kepler-1816 b,1428,4.53 Earths,2021,14.734
Kepler-1817 b,2442,5.79 Earths,2021,15.346
Kepler-1818 b,3375,3.58 Earths,2021,14.514
Kepler-1819 b,4447,14.5 Earths,2021,15.489
Kepler-181 b,1987,2.15 Earths,2014,14.854
Kepler-181 c,1987,4.62 Earths,2014,14.854
Kepler-1820 b,4650,9.9 Earths,2021,15.759
Kepler-1821 b,2609,7.24 Earths,2021,14.795
Kepler-1822 b,2928,7.5 Earths,2021,15.804
Kepler-1823 b,2365,5 Earths,2021,13.477
Kepler-1824 b,3393,6.26 Earths,2021,14.976
Kepler-1825 b,1403,2.61 Earths,2021,14.605
Kepler-1826 b,1099,2.78 Earths,2021,16.83
Kepler-1827 b,2239,4.1 Earths,2021,13.228
Kepler-1828 b,2844,5.13 Earths,2021,14.985
Kepler-1829 b,2218,6.71 Earths,2021,15.218
Kepler-182 b,5053,7.18 Earths,2014,14.942
Kepler-182 c,5053,11.6 Earths,2014,14.942
Kepler-1830 b,3448,11.1 Earths,2021,13.605
Kepler-1831 b,3436,4.54 Earths,2021,15.158
Kepler-1832 b,1586,2.02 Earths,2021,14.577
Kepler-1833 b,1930,2.24 Earths,2021,12.645
Kepler-1834 b,1632,2.73 Earths,2021,15.18
Kepler-1834 c,1632,1.98 Earths,2023,15.18
Kepler-1835 b,4581,12.2 Earths,2021,15.615
Kepler-1836 b,4804,7.05 Earths,2021,15.558
Kepler-1837 b,4010,4.92 Earths,2021,15.48
Kepler-1838 b,1472,3.4 Earths,2021,11.443
Kepler-1839 b,3708,4.46 Earths,2021,14.935
Kepler-183 b,3427,4.9 Earths,2014,14.993
Kepler-183 c,3427,35.7 Earths,2014,14.993
Kepler-1840 b,1674,8.13 Earths,2021,15.192
Kepler-1841 b,2061,2.82 Earths,2021,14.855
Kepler-1842 b,3013,6.14 Earths,2021,14.746
Kepler-1843 b,2559,7.8 Earths,2021,13.086
Kepler-1844 b,5886,9.46 Earths,2021,15.995
Kepler-1845 b,2318,6.52 Earths,2021,16.117
Kepler-1846 b,1222,3.76 Earths,2021,14.412
Kepler-1847 b,5525,7.97 Earths,2021,16.027
Kepler-1848 b,1010,2.57 Earths,2021,13.887
Kepler-1849 b,2061,6.29 Earths,2021,15.997
Kepler-184 b,1991,6.17 Earths,2014,14.42
Kepler-184 c,1991,8.8 Earths,2014,14.42
Kepler-184 d,1991,6.76 Earths,2014,14.42
Kepler-1850 b,816,0.313 Earths,2021,14.44
Kepler-1851 b,5186,14.5 Earths,2021,15.699
Kepler-1852 b,2520,4.22 Earths,2021,15.726
Kepler-1853 b,1834,2.92 Earths,2021,15.229
Kepler-1854 b,1381,7.21 Earths,2021,14.381
Kepler-1855 b,,1.96 Earths,2021,16.556
Kepler-1856 b,2769,3.66 Earths,2021,15.621
Kepler-1857 b,2783,4.5 Earths,2021,14.36
Kepler-1858 b,2717,6.44 Earths,2021,15.959
Kepler-1859 b,4343,3.13 Earths,2021,15.178
Kepler-1859 c,4343,3.39 Earths,2023,15.178
Kepler-185 b,1522,1.71 Earths,2014,14.562
Kepler-185 c,1522,4.74 Earths,2014,14.562
Kepler-1860 b,1431,1.55 Earths,2021,13.569
Kepler-1861 b,2707,5.5 Earths,2021,13.709
Kepler-1862 b,4019,5.49 Earths,2021,15.847
Kepler-1863 b,2823,5.74 Earths,2021,13.64
Kepler-1864 b,975,0.353 Earths,2021,12.123
Kepler-1865 b,3008,3.11 Earths,2021,15.468
Kepler-1866 b,3186,4.99 Earths,2021,14.418
Kepler-1867 b,2220,1.65 Earths,2021,13.549
Kepler-1868 b,894,10.1 Earths,2021,14.157
Kepler-1869 b,369,1.46 Earths,2021,10.31
Kepler-1869 c,369,0.33 Earths,2023,10.31
Kepler-186 b,579,1.24 Earths,2014,15.138
Kepler-186 c,579,2.1 Earths,2014,15.138
Kepler-186 d,579,2.54 Earths,2014,15.138
Kepler-186 e,579,2.15 Earths,2014,15.138
Kepler-186 f,579,1.71 Earths,2014,15.138
Kepler-1870 b,1328,5.07 Earths,2021,13.566
Kepler-1871 b,2788,6.44 Earths,2021,14.822
Kepler-1872 b,2741,6.28 Earths,2021,15.966
Kepler-1873 b,2678,3.28 Earths,2021,15.889
Kepler-1874 b,1331,5.52 Earths,2021,15.434
Kepler-1875 b,5416,10.5 Earths,2021,15.201
Kepler-1876 b,848,2.4 Earths,2021,10.793
Kepler-1877 b,931,0.179 Earths,2021,12.29
Kepler-1878 b,4874,8.86 Earths,2021,15.587
Kepler-1879 b,2046,4.92 Earths,2021,12.825
Kepler-187 b,3728,2.57 Earths,2014,14.297
Kepler-187 c,3728,7.61 Earths,2014,14.297
Kepler-1880 b,1993,5.13 Earths,2021,16.088
Kepler-1881 b,3449,9.17 Earths,2021,15.898
Kepler-1882 b,1446,2.81 Earths,2021,12.516
Kepler-1883 b,4494,10.6 Earths,2021,15.642
Kepler-1884 b,4707,3.95 Earths,2021,15.433
Kepler-1885 b,2670,2.89 Earths,2021,14.851
Kepler-1886 b,3456,7.18 Earths,2021,15.627
Kepler-1887 b,4456,8.88 Earths,2021,15.955
Kepler-1888 b,1314,2.32 Earths,2021,12.099
Kepler-1889 b,4551,8.98 Earths,2021,15.715
Kepler-188 b,3159,3.46 Earths,2014,14.719
Kepler-188 c,3159,10.3 Earths,2014,14.719
Kepler-1890 b,1728,0.587 Earths,2021,12.916
Kepler-1891 b,1945,2.93 Earths,2021,14.412
Kepler-1892 b,2778,4.03 Earths,2021,15.592
Kepler-1893 b,3427,3.55 Earths,2021,15.152
Kepler-1894 b,3051,1.87 Earths,2021,15.452
Kepler-1894 c,3051,1.92 Earths,2023,15.452
Kepler-1895 b,3210,5.14 Earths,2021,15.787
Kepler-1896 b,5653,9.8 Earths,2021,15.844
Kepler-1897 b,3207,8.32 Earths,2021,16.01
Kepler-1898 b,1177,0.76 Earths,2021,13.387
Kepler-1899 b,2321,3.02 Earths,2021,16.136
Kepler-189 b,1930,1.92 Earths,2014,14.971
Kepler-189 c,1930,22.7 Earths,2014,14.971
Kepler-18 b,1413,6.9 Earths,2011,13.771
Kepler-18 c,1413,17.3 Earths,2011,13.771
Kepler-18 d,1413,16.4 Earths,2011,13.771
Kepler-1900 b,5025,3.27 Earths,2021,15.502
Kepler-1901 b,3355,2.77 Earths,2021,15.097
Kepler-1902 b,1123,1.74 Earths,2021,16.113
Kepler-1903 b,5791,5.85 Earths,2021,15.456
Kepler-1904 b,884,2.51 Earths,2021,16.367
Kepler-1905 b,3430,2.69 Earths,2021,15.086
Kepler-1906 b,4438,8.13 Earths,2021,15.322
Kepler-1907 b,953,0.589 Earths,2021,13.989
Kepler-1907 c,953,1.63 Earths,2021,13.989
Kepler-1909 b,2491,1.33 Earths,2021,15.933
Kepler-190 b,1414,3.05 Earths,2014,14.336
Kepler-190 c,1414,2.73 Earths,2014,14.336
Kepler-1910 b,,1.78 Earths,2021,16.092
Kepler-1911 b,880,1.01 Earths,2021,12.245
Kepler-1912 b,969,2.41 Earths,2021,12.36
Kepler-1913 b,2858,2.92 Earths,2021,14.814
Kepler-1914 b,5290,8.97 Earths,2021,15.911
Kepler-1915 b,4941,10.4 Earths,2021,16.261
Kepler-1916 b,6706,7.35 Earths,2021,15.779
Kepler-1917 b,2965,4.23 Earths,2021,15.474
Kepler-1918 b,3360,5.89 Earths,2021,15.533
Kepler-1919 b,3841,7.38 Earths,2021,16.161
Kepler-191 b,1939,2.36 Earths,2014,14.987
Kepler-191 c,1939,4.12 Earths,2014,14.987
Kepler-191 d,1939,5.82 Earths,2016,14.987
Kepler-1920 b,2890,9.03 Earths,2021,14.392
Kepler-1921 b,3030,8.72 Earths,2021,13.103
Kepler-1921 c,3030,2.57 Earths,2023,13.103
Kepler-1922 b,4385,5.86 Earths,2021,15.388
Kepler-1923 b,3232,4.5 Earths,2021,14.454
Kepler-1924 b,6233,7.53 Earths,2021,15.084
Kepler-1925 b,5778,9.28 Earths,2021,15.382
Kepler-1926 b,2177,5.97 Earths,2021,15.8
Kepler-1927 b,3559,11.5 Earths,2021,13.312
Kepler-1928 b,1065,4.63 Earths,2021,12.679
Kepler-1929 b,1658,9.65 Earths,2021,11.788
Kepler-192 b,2126,7.95 Earths,2014,14.308
Kepler-192 c,2126,8.2 Earths,2014,14.308
Kepler-192 d,2126,1.04 Earths,2016,14.308
Kepler-1930 b,899,2.95 Earths,2021,13.447
Kepler-1931 b,2023,7.53 Earths,2021,12.671
Kepler-1932 b,2328,2.91 Earths,2021,15.286
Kepler-1933 b,1070,1.76 Earths,2021,12.81
Kepler-1934 b,1398,0.702 Earths,2021,12.874
Kepler-1935 b,2951,6.82 Earths,2021,14.522
Kepler-1936 b,2842,10.2 Earths,2021,13.393
Kepler-1937 b,2952,9.39 Earths,2021,14.163
Kepler-1938 b,1374,4 Earths,2021,15.246
Kepler-1939 b,619,1.68 Earths,2021,13.622
Kepler-193 b,3292,6.3 Earths,2014,14.712
Kepler-193 c,3292,8 Earths,2014,14.712
Kepler-1940 b,2605,3.01 Earths,2021,15.674
Kepler-1941 b,4875,7.51 Earths,2021,14.943
Kepler-1942 b,2748,5.13 Earths,2021,14.91
Kepler-1943 b,3277,3.02 Earths,2021,13.868
Kepler-1944 b,3511,8.05 Earths,2021,15.582
Kepler-1945 b,,2.21 Earths,2021,13.586
Kepler-1946 b,3269,6.75 Earths,2021,15.508
Kepler-1947 b,1529,1.01 Earths,2021,12.973
Kepler-1948 b,633,1.09 Earths,2021,14.569
Kepler-1949 b,8538,5.56 Earths,2021,15.231
Kepler-194 b,3582,2.89 Earths,2014,14.969
Kepler-194 c,3582,7.22 Earths,2014,14.969
Kepler-194 d,3582,6.35 Earths,2014,14.969
Kepler-1950 b,2274,2.95 Earths,2021,14.845
Kepler-1951 b,4167,6 Earths,2021,14.367
Kepler-1952 b,2779,2.07 Earths,2021,13.828
Kepler-1953 b,1976,2.2 Earths,2021,15.936
Kepler-1954 b,4481,3.9 Earths,2021,15.875
Kepler-1955 b,1466,1.69 Earths,2021,12.609
Kepler-1956 b,1176,1.32 Earths,2021,15.989
Kepler-1957 b,1503,0.79 Earths,2021,15.13
Kepler-1958 b,4307,4.86 Earths,2021,15.486
Kepler-1959 b,1563,1.57 Earths,2021,14.797
Kepler-195 b,2127,4.78 Earths,2014,14.863
Kepler-195 c,2127,3.02 Earths,2014,14.863
Kepler-1960 b,4983,2.26 Earths,2021,15.181
Kepler-1961 b,3400,3.25 Earths,2021,15.809
Kepler-1962 b,2828,1.95 Earths,2021,15.146
Kepler-1963 b,1608,0.337 Earths,2021,14.054
Kepler-1964 b,,3.83 Earths,2021,16.363
Kepler-1965 b,1702,2.4 Earths,2021,13.839
Kepler-1966 b,1581,1.39 Earths,2021,15.222
Kepler-1967 b,813,0.315 Earths,2021,13.519
Kepler-1968 b,2450,2.86 Earths,2021,16.303
Kepler-1969 b,3929,3.47 Earths,2021,15.851
Kepler-196 b,1472,4.27 Earths,2014,14.239
Kepler-196 c,1472,5.65 Earths,2014,14.239
Kepler-196 d,1472,7.56 Earths,2021,14.239
Kepler-1972 b,937,2.02 Earths,2014,11.23
Kepler-1972 c,937,2.11 Earths,2014,11.23
Kepler-1976 b,4288,Unknown,2023,15.445
Kepler-1977 b,1933,3.39 Earths,2023,16.047
Kepler-1978 b,2823,7.61 Earths,2023,15.49
Kepler-1979 b,3511,250 Jupiters,2023,15.484
Kepler-197 b,1078,1.04 Earths,2014,11.775
Kepler-197 c,1078,5.3 Earths,2014,11.775
Kepler-197 d,1078,1.98 Earths,2014,11.775
Kepler-197 e,1078,0.693 Earths,2014,11.775
Kepler-1980 b,5576,5.52 Earths,2023,15.906
Kepler-1981 b,2151,0.197 Jupiters,2023,13.563
Kepler-1982 b,1823,0.381 Earths,2023,12.696
Kepler-1983 b,1384,6.04 Earths,2023,14.518
Kepler-1984 b,,37.3 Earths,2023,16.192
Kepler-1985 b,,5.77 Earths,2023,15.223
Kepler-1986 b,2975,4.23 Earths,2023,15.661
Kepler-1987 b,1943,2.04 Earths,2023,15.477
Kepler-1987 c,1943,2.33 Earths,2023,15.477
Kepler-1987 d,1943,7.56 Earths,2023,15.477
Kepler-1987 e,1943,4.35 Earths,2023,15.477
Kepler-1988 b,1675,2.96 Earths,2023,12.128
Kepler-1989 b,4084,19.3 Earths,2023,14.289
Kepler-198 b,1616,8.35 Earths,2014,13.684
Kepler-198 c,1616,6.66 Earths,2014,13.684
Kepler-198 d,1616,2.96 Earths,2016,13.684
Kepler-1990 b,1281,10.7 Earths,2023,11.946
Kepler-1990 c,1281,0.904 Earths,2023,11.946
Kepler-1991 b,2792,2.76 Earths,2023,15.048
Kepler-1991 c,2792,7.13 Earths,2023,15.048
Kepler-1992 b,1738,0.693 Earths,2023,13.79
Kepler-1993 b,3366,16.1 Earths,2023,13.451
Kepler-1994 b,789,0.087 Earths,2023,12.01
Kepler-1995 b,1942,16.9 Earths,2023,15.516
Kepler-1996 b,1437,5.73 Earths,2023,15.11
Kepler-1996 c,1437,8.3 Earths,2023,15.11
Kepler-1997 b,4901,5.82 Earths,2023,15.454
Kepler-1998 b,1112,0.156 Earths,2023,12.74
Kepler-1999 b,2287,10.8 Earths,2023,16.433
Kepler-199 b,1700,9.85 Earths,2014,13.796
Kepler-199 c,1700,10.6 Earths,2014,13.796
Kepler-19 b,713,6.1 Earths,2011,12.035
Kepler-19 c,713,13.1 Earths,2011,12.035
Kepler-19 d,713,22.5 Earths,2017,12.035
Kepler-2000 b,1046,7.9 Earths,2023,15.642
Kepler-2000 c,1046,3.09 Earths,2023,15.642
Kepler-2001 b,2533,1.12 Earths,2023,15.981
Kepler-2001 c,2533,3.97 Earths,2023,15.981
Kepler-200 b,2172,5.18 Earths,2014,13.932
Kepler-200 c,2172,3.15 Earths,2014,13.932
Kepler-201 b,2076,6.62 Earths,2014,12.991
Kepler-201 c,2076,8.5 Earths,2014,12.991
Kepler-202 b,930,3.29 Earths,2014,14.178
Kepler-202 c,930,4.08 Earths,2014,14.178
Kepler-203 b,2294,7.13 Earths,2014,14.14
Kepler-203 c,2294,2.36 Jupiters,2014,14.14
Kepler-203 d,2294,33.9 Earths,2014,14.14
Kepler-204 b,2240,6.94 Earths,2014,13.977
Kepler-204 c,2240,3.86 Earths,2014,13.977
Kepler-205 b,521,2.89 Earths,2014,13.779
Kepler-205 c,521,3.33 Earths,2014,13.779
Kepler-206 b,1939,1.87 Earths,2014,13.507
Kepler-206 c,1939,3.78 Earths,2014,13.507
Kepler-206 d,1939,1.81 Earths,2014,13.507
Kepler-207 b,2856,3.09 Earths,2014,13.164
Kepler-207 c,2856,2.86 Earths,2014,13.164
Kepler-207 d,2856,11 Earths,2014,13.164
Kepler-208 b,2529,3.29 Earths,2014,13.561
Kepler-208 c,2529,2.51 Earths,2014,13.561
Kepler-208 d,2529,1.87 Earths,2014,13.561
Kepler-208 e,2529,2.79 Earths,2014,13.561
Kepler-209 b,1882,5.73 Earths,2014,14.132
Kepler-209 c,1882,9.8 Earths,2014,14.132
Kepler-20 b,922,9.7 Earths,2011,12.61
Kepler-20 c,922,11.1 Earths,2011,12.61
Kepler-20 d,922,13.4 Earths,2011,12.61
Kepler-20 e,922,0.76 Earths,2011,12.61
Kepler-20 f,922,1.4 Earths,2011,12.61
Kepler-20 g,922,19.96 Earths,2016,12.61
Kepler-210 b,759,8.96 Earths,2014,14.126
Kepler-210 c,759,12.8 Earths,2014,14.126
Kepler-211 b,1009,2.13 Earths,2014,13.448
Kepler-211 c,1009,18.3 Earths,2014,13.448
Kepler-212 b,2242,1.32 Earths,2014,13.129
Kepler-212 c,2242,7.95 Earths,2014,13.129
Kepler-213 b,2071,3.26 Earths,2014,13.705
Kepler-213 c,2071,6.08 Earths,2014,13.705
Kepler-214 b,3942,7.32 Earths,2014,14.057
Kepler-214 c,3942,5.18 Earths,2014,14.057
Kepler-215 b,1585,3.26 Earths,2014,13.678
Kepler-215 c,1585,3.78 Earths,2014,13.678
Kepler-215 d,1585,23.6 Earths,2014,13.678
Kepler-215 e,1585,3.71 Earths,2014,13.678
Kepler-216 b,3874,6.12 Earths,2014,14.054
Kepler-216 c,3874,9.48 Earths,2014,14.054
Kepler-217 b,3603,5.6 Earths,2014,13.155
Kepler-217 c,3603,4.08 Earths,2014,13.155
Kepler-217 d,3603,2.3 Earths,2016,13.155
Kepler-218 b,2141,2.79 Earths,2014,14.035
Kepler-218 c,2141,10 Earths,2014,14.035
Kepler-218 d,2141,7.56 Earths,2016,14.035
Kepler-219 b,2567,9.01 Earths,2014,13.823
Kepler-219 c,2567,12.5 Earths,2014,13.823
Kepler-219 d,2567,19.1 Earths,2014,13.823
Kepler-21 b,354,7.5 Earths,2012,8.25
Kepler-220 b,558,0.457 Earths,2014,13.049
Kepler-220 c,558,3.09 Earths,2014,13.049
Kepler-220 d,558,0.904 Earths,2014,13.049
Kepler-220 e,558,2.33 Earths,2014,13.049
Kepler-221 b,1257,3.57 Earths,2014,13.97
Kepler-221 c,1257,15.1 Earths,2014,13.97
Kepler-221 d,1257,7.9 Earths,2014,13.97
Kepler-221 e,1257,7.41 Earths,2014,13.97
Kepler-222 b,2475,10.1 Earths,2014,15.407
Kepler-222 c,2475,19.4 Earths,2014,15.407
Kepler-222 d,2475,13.2 Earths,2014,15.407
Kepler-223 b,6066,7.4 Earths,2014,15.69
Kepler-223 c,6066,5.1 Earths,2014,15.69
Kepler-223 d,6066,8 Earths,2014,15.69
Kepler-223 e,6066,4.8 Earths,2014,15.69
Kepler-224 b,2551,2.51 Earths,2014,15.801
Kepler-224 c,2551,9.91 Earths,2014,15.801
Kepler-224 d,2551,5.9 Earths,2014,15.801
Kepler-224 e,2551,4.54 Earths,2014,15.801
Kepler-225 b,1830,1.87 Earths,2014,16.294
Kepler-225 c,1830,4.04 Earths,2014,16.294
Kepler-226 b,3197,24 Earths,2014,15.563
Kepler-226 c,3197,0.142 Jupiters,2014,15.563
Kepler-226 d,3197,1.98 Earths,2014,15.563
Kepler-227 b,3533,9.85 Earths,2014,15.623
Kepler-227 c,3533,9.48 Earths,2014,15.623
Kepler-228 b,5365,2.96 Earths,2014,15.902
Kepler-228 c,5365,7.75 Earths,2014,15.902
Kepler-228 d,5365,15.4 Earths,2014,15.902
Kepler-229 b,2695,5.48 Earths,2014,16.22
Kepler-229 c,2695,21.5 Earths,2014,16.22
